filename,fold,target,category,esc10,src_file,take
1-54918-B-14.wav,1,14,chirping_birds,FALSE,54918,B
5-251963-A-47.wav,5,47,airplane,FALSE,251963,A
3-120526-B-37.wav,3,37,clock_alarm,FALSE,120526,B
4-175845-A-43.wav,4,43,car_horn,FALSE,175845,A
2-83688-A-34.wav,2,34,can_opening,FALSE,83688,A
4-154443-A-24.wav,4,24,coughing,FALSE,154443,A
3-122110-A-46.wav,3,46,church_bells,FALSE,122110,A
3-95695-B-5.wav,3,5,cat,FALSE,95695,B
5-236299-A-34.wav,5,34,can_opening,FALSE,236299,A
4-223127-A-14.wav,4,14,chirping_birds,FALSE,223127,A
3-243726-A-43.wav,3,43,car_horn,FALSE,243726,A
3-151212-A-24.wav,3,24,coughing,FALSE,151212,A
1-38559-A-14.wav,1,14,chirping_birds,FALSE,38559,A
4-179984-A-38.wav,4,38,clock_tick,TRUE,179984,A
2-57733-A-22.wav,2,22,clapping,FALSE,57733,A
4-198965-A-38.wav,4,38,clock_tick,TRUE,198965,A
5-185516-A-27.wav,5,27,brushing_teeth,FALSE,185516,A
1-72195-B-37.wav,1,37,clock_alarm,FALSE,72195,B
5-201172-A-46.wav,5,46,church_bells,FALSE,201172,A
4-155650-B-24.wav,4,24,coughing,FALSE,155650,B
5-169983-A-5.wav,5,5,cat,FALSE,169983,A
3-170383-A-38.wav,3,38,clock_tick,TRUE,170383,A
5-180156-A-43.wav,5,43,car_horn,FALSE,180156,A
5-179860-A-43.wav,5,43,car_horn,FALSE,179860,A
3-117883-A-37.wav,3,37,clock_alarm,FALSE,117883,A
5-242490-A-14.wav,5,14,chirping_birds,FALSE,242490,A
5-233645-A-37.wav,5,37,clock_alarm,FALSE,233645,A
4-212728-A-34.wav,4,34,can_opening,FALSE,212728,A
5-214759-A-5.wav,5,5,cat,FALSE,214759,A
2-144031-A-34.wav,2,34,can_opening,FALSE,144031,A
3-130330-A-22.wav,3,22,clapping,FALSE,130330,A
1-42139-A-38.wav,1,38,clock_tick,TRUE,42139,A
2-88724-A-38.wav,2,38,clock_tick,TRUE,88724,A
1-52266-A-24.wav,1,24,coughing,FALSE,52266,A
4-157611-A-41.wav,4,41,chainsaw,TRUE,157611,A
5-238938-A-27.wav,5,27,brushing_teeth,FALSE,238938,A
4-147658-A-46.wav,4,46,church_bells,FALSE,147658,A
1-34094-B-5.wav,1,5,cat,FALSE,34094,B
1-63679-A-24.wav,1,24,coughing,FALSE,63679,A
3-148932-A-34.wav,3,34,can_opening,FALSE,148932,A
1-24074-A-43.wav,1,43,car_horn,FALSE,24074,A
5-210571-A-38.wav,5,38,clock_tick,TRUE,210571,A
1-79113-A-5.wav,1,5,cat,FALSE,79113,A
3-149042-A-24.wav,3,24,coughing,FALSE,149042,A
1-96890-A-37.wav,1,37,clock_alarm,FALSE,96890,A
5-260164-A-23.wav,5,23,breathing,FALSE,260164,A
2-78562-B-37.wav,2,37,clock_alarm,FALSE,78562,B
4-189828-A-22.wav,4,22,clapping,FALSE,189828,A
5-251971-A-47.wav,5,47,airplane,FALSE,251971,A
3-95697-A-5.wav,3,5,cat,FALSE,95697,A
4-189833-A-22.wav,4,22,clapping,FALSE,189833,A
2-72547-B-14.wav,2,14,chirping_birds,FALSE,72547,B
4-187384-A-34.wav,4,34,can_opening,FALSE,187384,A
1-13613-A-37.wav,1,37,clock_alarm,FALSE,13613,A
1-19898-C-41.wav,1,41,chainsaw,TRUE,19898,C
2-85292-A-24.wav,2,24,coughing,FALSE,85292,A
2-85471-A-34.wav,2,34,can_opening,FALSE,85471,A
2-141584-A-38.wav,2,38,clock_tick,TRUE,141584,A
2-77347-A-46.wav,2,46,church_bells,FALSE,77347,A
3-126391-A-27.wav,3,27,brushing_teeth,FALSE,126391,A
5-222524-A-41.wav,5,41,chainsaw,TRUE,222524,A
4-182795-A-14.wav,4,14,chirping_birds,FALSE,182795,A
1-19118-A-24.wav,1,24,coughing,FALSE,19118,A
3-155659-A-34.wav,3,34,can_opening,FALSE,155659,A
2-127108-A-38.wav,2,38,clock_tick,TRUE,127108,A
5-249937-A-22.wav,5,22,clapping,FALSE,249937,A
5-243459-A-14.wav,5,14,chirping_birds,FALSE,243459,A
4-125825-A-46.wav,4,46,church_bells,FALSE,125825,A
1-17124-A-43.wav,1,43,car_horn,FALSE,17124,A
1-56380-B-5.wav,1,5,cat,FALSE,56380,B
5-237795-A-34.wav,5,34,can_opening,FALSE,237795,A
2-134700-A-38.wav,2,38,clock_tick,TRUE,134700,A
4-150364-B-46.wav,4,46,church_bells,FALSE,150364,B
2-59566-A-46.wav,2,46,church_bells,FALSE,59566,A
5-242491-A-14.wav,5,14,chirping_birds,FALSE,242491,A
3-146965-A-5.wav,3,5,cat,FALSE,146965,A
1-46040-A-14.wav,1,14,chirping_birds,FALSE,46040,A
4-169508-A-37.wav,4,37,clock_alarm,FALSE,169508,A
4-169127-A-41.wav,4,41,chainsaw,TRUE,169127,A
4-156827-A-46.wav,4,46,church_bells,FALSE,156827,A
1-67432-A-27.wav,1,27,brushing_teeth,FALSE,67432,A
3-132601-A-24.wav,3,24,coughing,FALSE,132601,A
2-82455-A-23.wav,2,23,breathing,FALSE,82455,A
3-146972-A-5.wav,3,5,cat,FALSE,146972,A
2-68391-A-41.wav,2,41,chainsaw,TRUE,68391,A
3-87936-A-46.wav,3,46,church_bells,FALSE,87936,A
2-106849-A-47.wav,2,47,airplane,FALSE,106849,A
1-34094-A-5.wav,1,5,cat,FALSE,34094,A
3-171012-A-38.wav,3,38,clock_tick,TRUE,171012,A
2-60900-A-22.wav,2,22,clapping,FALSE,60900,A
3-146697-A-43.wav,3,43,car_horn,FALSE,146697,A
1-52323-A-24.wav,1,24,coughing,FALSE,52323,A
2-76408-B-22.wav,2,22,clapping,FALSE,76408,B
5-172299-A-5.wav,5,5,cat,FALSE,172299,A
4-149940-A-5.wav,4,5,cat,FALSE,149940,A
4-176914-A-23.wav,4,23,breathing,FALSE,176914,A
4-159609-A-14.wav,4,14,chirping_birds,FALSE,159609,A
4-207116-A-23.wav,4,23,breathing,FALSE,207116,A
4-161303-B-5.wav,4,5,cat,FALSE,161303,B
1-94036-A-22.wav,1,22,clapping,FALSE,94036,A
3-145577-A-43.wav,3,43,car_horn,FALSE,145577,A
5-209719-A-24.wav,5,24,coughing,FALSE,209719,A
4-175025-A-34.wav,4,34,can_opening,FALSE,175025,A
3-143560-A-47.wav,3,47,airplane,FALSE,143560,A
4-125825-B-46.wav,4,46,church_bells,FALSE,125825,B
4-181035-A-38.wav,4,38,clock_tick,TRUE,181035,A
5-215447-A-47.wav,5,47,airplane,FALSE,215447,A
5-243450-A-14.wav,5,14,chirping_birds,FALSE,243450,A
1-19898-A-41.wav,1,41,chainsaw,TRUE,19898,A
3-98869-A-46.wav,3,46,church_bells,FALSE,98869,A
1-254507-A-43.wav,1,43,car_horn,FALSE,254507,A
3-115387-B-47.wav,3,47,airplane,FALSE,115387,B
1-14262-A-37.wav,1,37,clock_alarm,FALSE,14262,A
4-205526-B-23.wav,4,23,breathing,FALSE,205526,B
1-110537-A-22.wav,1,22,clapping,FALSE,110537,A
2-57191-A-46.wav,2,46,church_bells,FALSE,57191,A
5-204741-A-46.wav,5,46,church_bells,FALSE,204741,A
4-198841-A-37.wav,4,37,clock_alarm,FALSE,198841,A
2-69131-B-5.wav,2,5,cat,FALSE,69131,B
3-151206-A-23.wav,3,23,breathing,FALSE,151206,A
3-111102-B-46.wav,3,46,church_bells,FALSE,111102,B
2-83934-A-5.wav,2,5,cat,FALSE,83934,A
5-244933-A-34.wav,5,34,can_opening,FALSE,244933,A
1-43807-D-47.wav,1,47,airplane,FALSE,43807,D
1-61534-A-27.wav,1,27,brushing_teeth,FALSE,61534,A
5-170338-B-41.wav,5,41,chainsaw,TRUE,170338,B
4-172500-D-27.wav,4,27,brushing_teeth,FALSE,172500,D
1-64398-A-41.wav,1,41,chainsaw,TRUE,64398,A
5-204604-A-24.wav,5,24,coughing,FALSE,204604,A
1-62850-A-38.wav,1,38,clock_tick,TRUE,62850,A
3-112522-A-27.wav,3,27,brushing_teeth,FALSE,112522,A
2-110011-A-5.wav,2,5,cat,FALSE,110011,A
2-50774-A-23.wav,2,23,breathing,FALSE,50774,A
1-11687-A-47.wav,1,47,airplane,FALSE,11687,A
2-82274-A-5.wav,2,5,cat,FALSE,82274,A
3-150363-A-38.wav,3,38,clock_tick,TRUE,150363,A
3-156581-A-14.wav,3,14,chirping_birds,FALSE,156581,A
2-138465-A-43.wav,2,43,car_horn,FALSE,138465,A
1-115920-A-22.wav,1,22,clapping,FALSE,115920,A
4-169127-B-41.wav,4,41,chainsaw,TRUE,169127,B
5-256452-A-5.wav,5,5,cat,FALSE,256452,A
3-95694-A-5.wav,3,5,cat,FALSE,95694,A
5-179863-A-43.wav,5,43,car_horn,FALSE,179863,A
5-235956-A-47.wav,5,47,airplane,FALSE,235956,A
1-36402-A-23.wav,1,23,breathing,FALSE,36402,A
3-118657-A-41.wav,3,41,chainsaw,TRUE,118657,A
4-209698-A-37.wav,4,37,clock_alarm,FALSE,209698,A
4-189832-A-22.wav,4,22,clapping,FALSE,189832,A
1-101404-A-34.wav,1,34,can_opening,FALSE,101404,A
1-116765-A-41.wav,1,41,chainsaw,TRUE,116765,A
2-144137-A-43.wav,2,43,car_horn,FALSE,144137,A
5-215445-A-47.wav,5,47,airplane,FALSE,215445,A
5-201194-A-38.wav,5,38,clock_tick,TRUE,201194,A
2-87795-A-24.wav,2,24,coughing,FALSE,87795,A
2-66205-A-23.wav,2,23,breathing,FALSE,66205,A
4-175945-A-38.wav,4,38,clock_tick,TRUE,175945,A
2-160888-A-47.wav,2,47,airplane,FALSE,160888,A
4-177835-A-24.wav,4,24,coughing,FALSE,177835,A
4-176631-A-43.wav,4,43,car_horn,FALSE,176631,A
3-166125-B-23.wav,3,23,breathing,FALSE,166125,B
3-132340-A-37.wav,3,37,clock_alarm,FALSE,132340,A
2-130245-A-34.wav,2,34,can_opening,FALSE,130245,A
4-154405-A-27.wav,4,27,brushing_teeth,FALSE,154405,A
4-188033-A-38.wav,4,38,clock_tick,TRUE,188033,A
1-17092-B-27.wav,1,27,brushing_teeth,FALSE,17092,B
5-201170-A-46.wav,5,46,church_bells,FALSE,201170,A
5-221567-A-22.wav,5,22,clapping,FALSE,221567,A
3-177083-A-22.wav,3,22,clapping,FALSE,177083,A
2-81190-A-34.wav,2,34,can_opening,FALSE,81190,A
3-100024-A-27.wav,3,27,brushing_teeth,FALSE,100024,A
1-13572-A-46.wav,1,46,church_bells,FALSE,13572,A
2-96654-A-47.wav,2,47,airplane,FALSE,96654,A
3-166125-A-23.wav,3,23,breathing,FALSE,166125,A
3-155583-A-14.wav,3,14,chirping_birds,FALSE,155583,A
1-26177-A-43.wav,1,43,car_horn,FALSE,26177,A
1-74517-A-37.wav,1,37,clock_alarm,FALSE,74517,A
3-165856-A-41.wav,3,41,chainsaw,TRUE,165856,A
1-41615-A-34.wav,1,34,can_opening,FALSE,41615,A
1-30709-A-23.wav,1,23,breathing,FALSE,30709,A
4-151242-A-37.wav,4,37,clock_alarm,FALSE,151242,A
2-87794-A-24.wav,2,24,coughing,FALSE,87794,A
2-108760-B-14.wav,2,14,chirping_birds,FALSE,108760,B
3-118657-B-41.wav,3,41,chainsaw,TRUE,118657,B
1-45641-A-27.wav,1,27,brushing_teeth,FALSE,45641,A
3-146873-A-24.wav,3,24,coughing,FALSE,146873,A
3-128512-B-47.wav,3,47,airplane,FALSE,128512,B
1-36929-A-47.wav,1,47,airplane,FALSE,36929,A
1-22804-A-46.wav,1,46,church_bells,FALSE,22804,A
3-125418-A-24.wav,3,24,coughing,FALSE,125418,A
1-47819-C-5.wav,1,5,cat,FALSE,47819,C
5-210612-A-37.wav,5,37,clock_alarm,FALSE,210612,A
2-76408-C-22.wav,2,22,clapping,FALSE,76408,C
2-86160-A-27.wav,2,27,brushing_teeth,FALSE,86160,A
3-155130-A-43.wav,3,43,car_horn,FALSE,155130,A
4-140034-A-46.wav,4,46,church_bells,FALSE,140034,A
5-259169-A-5.wav,5,5,cat,FALSE,259169,A
1-67033-A-37.wav,1,37,clock_alarm,FALSE,67033,A
5-179868-A-43.wav,5,43,car_horn,FALSE,179868,A
5-213293-A-23.wav,5,23,breathing,FALSE,213293,A
3-108160-A-23.wav,3,23,breathing,FALSE,108160,A
3-98193-A-46.wav,3,46,church_bells,FALSE,98193,A
5-214759-B-5.wav,5,5,cat,FALSE,214759,B
4-175855-A-43.wav,4,43,car_horn,FALSE,175855,A
4-187769-B-14.wav,4,14,chirping_birds,FALSE,187769,B
1-47819-A-5.wav,1,5,cat,FALSE,47819,A
4-161105-A-47.wav,4,47,airplane,FALSE,161105,A
5-218494-A-22.wav,5,22,clapping,FALSE,218494,A
1-47819-B-5.wav,1,5,cat,FALSE,47819,B
4-189832-B-22.wav,4,22,clapping,FALSE,189832,B
4-169726-A-24.wav,4,24,coughing,FALSE,169726,A
5-254160-A-22.wav,5,22,clapping,FALSE,254160,A
1-68734-A-34.wav,1,34,can_opening,FALSE,68734,A
1-58923-B-27.wav,1,27,brushing_teeth,FALSE,58923,B
5-243449-A-14.wav,5,14,chirping_birds,FALSE,243449,A
1-43764-A-34.wav,1,34,can_opening,FALSE,43764,A
2-102435-A-37.wav,2,37,clock_alarm,FALSE,102435,A
4-209536-A-37.wav,4,37,clock_alarm,FALSE,209536,A
1-21935-A-38.wav,1,38,clock_tick,TRUE,21935,A
1-53663-A-24.wav,1,24,coughing,FALSE,53663,A
4-191327-A-38.wav,4,38,clock_tick,TRUE,191327,A
4-159609-B-14.wav,4,14,chirping_birds,FALSE,159609,B
5-212050-A-27.wav,5,27,brushing_teeth,FALSE,212050,A
5-257839-A-14.wav,5,14,chirping_birds,FALSE,257839,A
2-96063-A-37.wav,2,37,clock_alarm,FALSE,96063,A
1-18631-A-23.wav,1,23,breathing,FALSE,18631,A
4-147657-A-46.wav,4,46,church_bells,FALSE,147657,A
4-165823-B-41.wav,4,41,chainsaw,TRUE,165823,B
2-50668-A-41.wav,2,41,chainsaw,TRUE,50668,A
2-104476-A-37.wav,2,37,clock_alarm,FALSE,104476,A
5-211408-A-37.wav,5,37,clock_alarm,FALSE,211408,A
5-209989-A-22.wav,5,22,clapping,FALSE,209989,A
5-250629-A-37.wav,5,37,clock_alarm,FALSE,250629,A
4-215635-A-34.wav,4,34,can_opening,FALSE,215635,A
5-180229-A-27.wav,5,27,brushing_teeth,FALSE,180229,A
2-87412-A-24.wav,2,24,coughing,FALSE,87412,A
4-172500-A-27.wav,4,27,brushing_teeth,FALSE,172500,A
3-118972-A-41.wav,3,41,chainsaw,TRUE,118972,A
2-92627-A-27.wav,2,27,brushing_teeth,FALSE,92627,A
1-35687-A-38.wav,1,38,clock_tick,TRUE,35687,A
3-143562-A-47.wav,3,47,airplane,FALSE,143562,A
2-140147-A-38.wav,2,38,clock_tick,TRUE,140147,A
1-58792-A-24.wav,1,24,coughing,FALSE,58792,A
5-178997-A-24.wav,5,24,coughing,FALSE,178997,A
2-108760-A-14.wav,2,14,chirping_birds,FALSE,108760,A
5-244327-A-34.wav,5,34,can_opening,FALSE,244327,A
3-155579-A-14.wav,3,14,chirping_birds,FALSE,155579,A
4-149294-B-41.wav,4,41,chainsaw,TRUE,149294,B
1-34497-A-14.wav,1,14,chirping_birds,FALSE,34497,A
3-147342-A-34.wav,3,34,can_opening,FALSE,147342,A
2-128465-B-43.wav,2,43,car_horn,FALSE,128465,B
2-78799-A-47.wav,2,47,airplane,FALSE,78799,A
3-139958-A-37.wav,3,37,clock_alarm,FALSE,139958,A
1-21421-A-46.wav,1,46,church_bells,FALSE,21421,A
5-219242-A-37.wav,5,37,clock_alarm,FALSE,219242,A
3-181132-A-14.wav,3,14,chirping_birds,FALSE,181132,A
2-96904-A-27.wav,2,27,brushing_teeth,FALSE,96904,A
4-152995-A-24.wav,4,24,coughing,FALSE,152995,A
3-197435-A-22.wav,3,22,clapping,FALSE,197435,A
4-149940-B-5.wav,4,5,cat,FALSE,149940,B
2-25292-A-22.wav,2,22,clapping,FALSE,25292,A
3-193767-A-47.wav,3,47,airplane,FALSE,193767,A
3-156581-B-14.wav,3,14,chirping_birds,FALSE,156581,B
2-74361-A-47.wav,2,47,airplane,FALSE,74361,A
2-78781-A-47.wav,2,47,airplane,FALSE,78781,A
2-77346-A-46.wav,2,46,church_bells,FALSE,77346,A
5-234335-A-23.wav,5,23,breathing,FALSE,234335,A
2-108761-A-14.wav,2,14,chirping_birds,FALSE,108761,A
3-100024-B-27.wav,3,27,brushing_teeth,FALSE,100024,B
2-82274-B-5.wav,2,5,cat,FALSE,82274,B
1-58846-A-34.wav,1,34,can_opening,FALSE,58846,A
2-50668-B-41.wav,2,41,chainsaw,TRUE,50668,B
4-150364-A-46.wav,4,46,church_bells,FALSE,150364,A
4-198025-A-23.wav,4,23,breathing,FALSE,198025,A
3-95698-A-5.wav,3,5,cat,FALSE,95698,A
4-264453-A-34.wav,4,34,can_opening,FALSE,264453,A
2-117116-A-37.wav,2,37,clock_alarm,FALSE,117116,A
3-128512-A-47.wav,3,47,airplane,FALSE,128512,A
4-216211-A-14.wav,4,14,chirping_birds,FALSE,216211,A
3-115387-A-47.wav,3,47,airplane,FALSE,115387,A
3-87936-B-46.wav,3,46,church_bells,FALSE,87936,B
3-131943-A-37.wav,3,37,clock_alarm,FALSE,131943,A
4-204684-A-37.wav,4,37,clock_alarm,FALSE,204684,A
3-146964-A-5.wav,3,5,cat,FALSE,146964,A
1-26176-A-43.wav,1,43,car_horn,FALSE,26176,A
3-142593-A-38.wav,3,38,clock_tick,TRUE,142593,A
1-68670-A-34.wav,1,34,can_opening,FALSE,68670,A
4-120160-A-5.wav,4,5,cat,FALSE,120160,A
5-211197-A-24.wav,5,24,coughing,FALSE,211197,A
3-177082-A-22.wav,3,22,clapping,FALSE,177082,A
3-118069-A-27.wav,3,27,brushing_teeth,FALSE,118069,A
4-161103-A-47.wav,4,47,airplane,FALSE,161103,A
5-243448-A-14.wav,5,14,chirping_birds,FALSE,243448,A
4-161105-B-47.wav,4,47,airplane,FALSE,161105,B
1-56907-A-46.wav,1,46,church_bells,FALSE,56907,A
4-155650-A-24.wav,4,24,coughing,FALSE,155650,A
1-28808-A-43.wav,1,43,car_horn,FALSE,28808,A
2-135728-A-38.wav,2,38,clock_tick,TRUE,135728,A
5-216370-B-41.wav,5,41,chainsaw,TRUE,216370,B
3-139109-A-46.wav,3,46,church_bells,FALSE,139109,A
5-238492-A-23.wav,5,23,breathing,FALSE,238492,A
3-115387-C-47.wav,3,47,airplane,FALSE,115387,C
4-189332-A-37.wav,4,37,clock_alarm,FALSE,189332,A
1-69165-A-34.wav,1,34,can_opening,FALSE,69165,A
2-85434-A-27.wav,2,27,brushing_teeth,FALSE,85434,A
2-68391-B-41.wav,2,41,chainsaw,TRUE,68391,B
5-251957-A-47.wav,5,47,airplane,FALSE,251957,A
4-161100-A-47.wav,4,47,airplane,FALSE,161100,A
5-218196-A-27.wav,5,27,brushing_teeth,FALSE,218196,A
3-118069-B-27.wav,3,27,brushing_teeth,FALSE,118069,B
1-53467-A-47.wav,1,47,airplane,FALSE,53467,A
5-220939-A-27.wav,5,27,brushing_teeth,FALSE,220939,A
2-83934-B-5.wav,2,5,cat,FALSE,83934,B
4-178402-A-43.wav,4,43,car_horn,FALSE,178402,A
4-205526-A-23.wav,4,23,breathing,FALSE,205526,A
2-76408-D-22.wav,2,22,clapping,FALSE,76408,D
1-36397-A-23.wav,1,23,breathing,FALSE,36397,A
2-72547-A-14.wav,2,14,chirping_birds,FALSE,72547,A
3-171041-A-38.wav,3,38,clock_tick,TRUE,171041,A
5-218196-B-27.wav,5,27,brushing_teeth,FALSE,218196,B
3-139331-A-27.wav,3,27,brushing_teeth,FALSE,139331,A
4-154405-B-27.wav,4,27,brushing_teeth,FALSE,154405,B
1-19111-A-24.wav,1,24,coughing,FALSE,19111,A
2-110010-A-5.wav,2,5,cat,FALSE,110010,A
3-117793-A-37.wav,3,37,clock_alarm,FALSE,117793,A
2-77945-A-41.wav,2,41,chainsaw,TRUE,77945,A
4-181865-A-38.wav,4,38,clock_tick,TRUE,181865,A
1-54747-A-46.wav,1,46,church_bells,FALSE,54747,A
2-83536-A-27.wav,2,27,brushing_teeth,FALSE,83536,A
3-118658-B-41.wav,3,41,chainsaw,TRUE,118658,B
5-180156-B-43.wav,5,43,car_horn,FALSE,180156,B
5-179866-A-43.wav,5,43,car_horn,FALSE,179866,A
4-171396-A-24.wav,4,24,coughing,FALSE,171396,A
2-82071-A-27.wav,2,27,brushing_teeth,FALSE,82071,A
1-104089-B-22.wav,1,22,clapping,FALSE,104089,B
4-144468-B-27.wav,4,27,brushing_teeth,FALSE,144468,B
5-251489-A-24.wav,5,24,coughing,FALSE,251489,A
2-119748-A-38.wav,2,38,clock_tick,TRUE,119748,A
5-219044-A-46.wav,5,46,church_bells,FALSE,219044,A
2-104475-A-37.wav,2,37,clock_alarm,FALSE,104475,A
4-187769-A-14.wav,4,14,chirping_birds,FALSE,187769,A
2-78381-A-46.wav,2,46,church_bells,FALSE,78381,A
